machine_type,operating_hours,temperature_c,vibration_mm_s,pressure_bar,days_since_maintenance,shift,environment,error_count_30d,energy_kw,failure_next_7_days
A,3395,74.73,3.1,5.44,66,manana,humedo,3,54.51,0
C,5690,74.89,3.78,6.63,96,tarde,humedo,0,37.14,0
A,5896,74.55,4.49,5.52,98,tarde,seco,4,41.8,0
A,6958,56.52,2.66,5.99,58,manana,seco,2,38.88,0
C,8660,63.96,5.19,6.25,72,noche,seco,5,53.41,0
C,2191,90.49,5.56,6.07,88,noche,seco,1,46.77,0
A,5273,70.9,4.21,6.66,72,manana,humedo,1,47.06,1
B,6554,67.18,4.99,6.6,168,noche,polvoriento,3,50.92,0
B,4954,68.1,,6.37,167,tarde,seco,1,44.17,0
B,6889,73.8,3.97,6.26,24,manana,humedo,3,46.25,0
B,8173,74.63,4.2,6.63,88,tarde,humedo,0,52.98,0
B,6275,67.7,3.57,7.59,64,tarde,seco,3,44.94,0
C,6110,72.45,3.88,6.19,248,noche,humedo,4,45.58,0
A,6401,68.25,4.57,7.39,176,tarde,seco,4,41.0,1
B,8428,77.6,3.65,7.32,23,tarde,polvoriento,5,38.9,0
A,2856,65.91,1.93,5.86,33,noche,seco,2,55.52,0
A,2833,68.3,2.97,6.25,159,noche,humedo,4,49.11,0
C,7303,83.5,6.64,5.56,173,manana,seco,4,52.03,1
B,4011,67.12,4.59,5.95,80,tarde,humedo,1,43.37,0
A,3610,62.26,4.42,5.62,45,noche,seco,2,42.12,0
B,3127,57.96,4.59,4.32,22,noche,seco,2,51.02,0
C,8974,65.54,6.58,6.65,133,manana,seco,1,49.72,0
B,4780,72.94,3.4,6.46,73,tarde,seco,2,48.24,0
B,5483,92.92,4.69,5.91,198,manana,seco,1,39.64,1
C,3662,65.2,4.38,6.96,111,noche,humedo,5,51.52,0
A,2015,64.27,5.82,5.36,96,noche,seco,1,46.6,0
B,5538,61.23,4.52,5.75,105,noche,polvoriento,6,45.59,0
A,9334,68.36,3.2,6.6,86,manana,humedo,2,53.98,0
B,9060,66.73,2.57,6.95,28,noche,polvoriento,2,41.96,0
C,3513,77.45,5.67,5.14,40,tarde,seco,2,45.93,0
A,6029,64.92,3.21,5.42,39,manana,seco,1,46.88,0
A,3584,61.19,2.38,7.01,55,tarde,polvoriento,2,38.56,0
C,5853,77.62,3.06,7.2,110,tarde,seco,0,41.86,0
C,2668,72.97,4.12,6.57,142,manana,humedo,0,53.73,0
A,1956,75.5,3.1,6.0,77,noche,seco,2,49.18,0
B,4116,74.77,3.05,4.43,164,noche,seco,2,48.29,0
C,4088,76.57,2.3,7.78,107,manana,seco,0,48.71,0
C,6077,66.08,5.38,6.85,109,noche,seco,2,59.23,0
A,4836,55.66,4.28,5.94,193,manana,humedo,3,48.44,0
A,200,84.14,2.98,5.23,111,manana,seco,1,40.75,0
B,3597,70.88,3.38,6.31,104,manana,humedo,1,46.89,0
A,7084,64.26,4.8,6.0,67,manana,polvoriento,3,37.52,0
B,5296,71.81,2.11,6.66,85,manana,seco,2,55.97,0
C,3167,75.18,5.17,4.95,88,tarde,seco,0,62.81,1
B,5147,68.79,5.95,6.28,126,tarde,seco,3,50.67,0
B,7265,67.99,2.8,,99,manana,seco,1,29.81,0
B,11788,66.04,2.17,6.69,300,tarde,seco,7,41.24,0
B,1631,63.46,3.07,4.88,209,manana,seco,3,45.08,0
C,3114,76.97,4.85,6.28,73,noche,polvoriento,2,56.34,0
B,3572,69.65,4.08,7.1,136,tarde,humedo,1,40.61,0
A,4552,71.51,2.43,6.58,43,manana,seco,3,39.61,0
B,1239,65.52,,6.42,28,tarde,humedo,1,50.59,0
C,5123,67.84,4.71,7.45,66,manana,seco,1,54.38,0
A,8203,67.09,3.52,7.29,211,tarde,humedo,1,54.17,0
B,5344,58.33,2.58,5.7,87,manana,polvoriento,4,47.61,0
B,5562,75.24,,,253,manana,seco,2,55.72,0
C,6177,64.93,,7.1,166,manana,humedo,4,46.54,0
B,2574,67.72,3.44,5.46,81,tarde,seco,0,52.0,0
C,200,71.1,2.61,6.12,40,noche,polvoriento,0,39.81,0
A,7943,74.43,2.18,6.64,66,tarde,seco,2,41.74,0
A,2001,71.37,2.23,,84,tarde,seco,1,35.46,0
A,10217,68.75,4.34,5.94,56,tarde,seco,3,40.01,0
B,2409,71.54,1.08,6.5,52,noche,humedo,2,42.21,0
A,5013,76.4,3.57,6.77,57,manana,humedo,3,35.14,0
A,5123,68.12,4.15,7.51,46,manana,,2,45.94,0
B,3665,70.59,3.47,6.48,92,tarde,seco,3,48.8,0
A,6818,60.06,5.28,5.82,63,tarde,seco,4,54.93,0
A,200,64.81,3.68,7.57,131,tarde,humedo,2,35.29,0
B,4180,68.54,3.67,6.48,60,manana,seco,2,40.9,0
B,200,67.75,3.61,5.37,101,noche,seco,2,45.84,0
B,6151,56.41,3.25,6.34,51,tarde,seco,2,34.37,0
A,8244,71.88,3.79,6.07,41,noche,humedo,3,50.06,0
C,5725,69.27,4.01,6.15,59,manana,seco,1,58.99,0
A,4928,56.5,5.02,4.62,102,manana,polvoriento,6,49.66,0
A,6136,67.46,1.92,5.95,100,tarde,seco,2,27.08,0
B,4863,59.43,4.21,6.29,195,noche,polvoriento,2,38.32,0
A,6604,69.89,5.37,,51,noche,seco,2,35.25,1
A,5657,58.61,4.45,5.94,94,tarde,seco,2,51.41,0
A,4271,69.0,2.91,6.31,299,manana,humedo,3,42.92,1
A,5307,74.61,4.6,5.66,138,manana,humedo,4,46.93,0
A,3792,84.73,5.64,7.02,76,noche,seco,1,38.8,0
A,6900,69.91,5.01,5.29,16,tarde,humedo,0,56.56,0
C,5776,65.85,3.33,4.78,63,manana,,5,52.15,0
A,4244,74.05,4.6,7.2,63,noche,seco,1,46.22,0
A,8855,63.34,5.76,6.19,82,manana,,3,43.59,0
B,7270,62.58,2.59,5.47,35,tarde,humedo,1,46.12,0
B,8247,63.31,4.31,5.91,97,manana,humedo,3,42.26,0
C,4236,56.88,5.62,7.1,131,tarde,humedo,4,60.88,0
B,7403,67.71,4.36,4.86,97,noche,seco,1,46.92,0
A,5776,73.33,4.35,4.94,94,manana,seco,2,41.75,0
A,3927,85.61,3.0,6.54,126,noche,seco,1,51.07,0
B,3302,69.86,4.6,5.68,80,tarde,polvoriento,1,37.53,0
A,10165,59.93,4.69,5.61,48,tarde,seco,2,54.34,0
A,4787,78.36,4.29,7.37,231,tarde,seco,1,35.7,0
B,5260,75.49,4.47,6.19,128,manana,seco,2,54.81,0
A,11742,69.23,5.57,7.07,18,manana,seco,3,44.36,0
B,3687,85.93,2.38,4.82,10,tarde,humedo,3,45.78,0
B,2539,66.77,3.83,5.39,108,tarde,polvoriento,3,51.88,0
B,5055,68.51,5.95,6.28,124,tarde,seco,3,51.02,0
A,7936,63.09,3.02,6.9,65,manana,humedo,2,42.91,0
B,6738,63.19,3.84,5.23,78,noche,polvoriento,4,40.0,0
C,1178,62.83,2.0,6.31,93,tarde,polvoriento,1,46.63,0
C,3901,63.82,5.79,,61,tarde,seco,2,53.34,1
B,5761,60.07,4.13,5.6,91,tarde,humedo,1,40.66,0
C,8301,82.07,3.66,6.66,30,manana,polvoriento,2,46.87,0
A,5227,80.58,3.82,5.79,8,manana,seco,4,52.57,0
B,4154,64.83,4.87,5.87,58,manana,seco,1,47.46,0
A,7675,69.19,4.51,6.7,107,manana,seco,3,51.63,0
A,5601,58.6,4.46,5.94,93,tarde,seco,2,50.89,0
A,7593,75.55,3.44,5.46,57,tarde,polvoriento,1,55.3,0
A,6554,69.93,5.38,,51,noche,seco,2,35.28,1
C,7486,80.23,3.3,,110,noche,humedo,5,58.35,0
A,5529,71.78,3.62,6.63,4,tarde,polvoriento,3,42.65,0
B,9019,64.78,2.77,6.24,140,tarde,polvoriento,1,41.82,0
B,6892,65.93,,6.22,52,manana,humedo,4,47.13,0
A,7699,64.69,3.04,5.96,24,tarde,seco,2,36.42,0
A,983,61.85,4.81,6.93,129,tarde,polvoriento,2,37.37,1
B,8758,71.0,4.44,7.14,113,tarde,seco,2,48.19,0
B,7348,76.48,3.86,5.99,86,manana,seco,3,36.43,1
B,6032,74.39,,6.43,170,manana,seco,4,64.62,0
A,2186,71.03,3.56,7.1,137,tarde,humedo,5,38.38,0
B,2862,72.46,3.93,6.81,71,noche,seco,0,50.78,0
B,372,74.0,3.23,6.69,88,noche,seco,3,42.77,1
C,1082,79.11,2.75,7.71,78,tarde,seco,5,58.5,0
C,6021,79.91,2.64,6.52,59,manana,seco,1,48.85,0
B,8084,60.93,4.22,,125,manana,humedo,1,50.57,0
A,7352,59.22,3.83,6.13,117,noche,seco,2,43.75,0
A,8074,59.55,3.96,6.03,27,tarde,humedo,2,53.5,0
B,4532,77.12,4.01,6.41,102,tarde,polvoriento,2,41.55,0
B,5501,92.89,4.7,5.9,194,manana,seco,1,39.17,1
C,6396,73.62,4.54,6.0,33,manana,seco,3,57.55,0
C,3914,58.68,2.48,6.18,124,tarde,seco,2,40.41,0
C,5438,83.99,6.08,5.6,72,noche,humedo,2,45.03,1
C,9467,80.2,4.98,6.88,77,noche,humedo,2,61.83,0
B,4335,87.37,4.59,5.79,9,manana,seco,0,48.9,0
A,6142,53.82,4.68,5.98,62,noche,seco,1,44.21,0
A,5877,65.41,3.6,6.46,63,tarde,humedo,3,33.72,0
A,3960,73.18,2.27,6.21,118,manana,seco,2,47.95,0
A,4972,76.82,4.32,5.94,37,noche,seco,1,47.77,0
B,5475,72.79,3.19,7.14,81,noche,seco,2,59.16,0
A,5129,76.73,,7.01,58,tarde,polvoriento,4,46.32,0
B,8165,60.43,,6.46,124,tarde,seco,3,45.05,1
C,7617,60.12,4.85,6.2,100,noche,seco,0,58.75,0
C,3464,69.83,3.98,5.82,141,tarde,seco,1,46.54,0
A,5981,62.49,4.43,7.71,64,tarde,humedo,3,54.4,0
B,5469,73.15,3.16,7.2,79,noche,seco,2,59.04,0
B,3142,79.66,3.53,,70,tarde,seco,4,33.94,0
B,5006,78.21,2.19,5.45,63,tarde,seco,4,40.98,0
A,2779,82.82,2.4,6.54,150,tarde,polvoriento,1,51.33,0
B,4077,72.25,2.36,7.91,67,manana,seco,3,46.8,0
A,5308,87.84,2.99,,48,noche,seco,0,34.43,0
A,9623,61.82,2.66,,56,manana,humedo,3,40.99,0
C,2614,62.5,4.18,6.57,107,tarde,seco,1,44.43,0
B,3176,70.93,2.56,5.27,87,manana,seco,0,41.68,0
C,7958,76.76,5.91,7.96,90,noche,seco,1,51.54,1
A,5675,64.8,2.5,6.47,38,tarde,humedo,4,50.3,0
A,7506,82.98,5.59,7.48,61,manana,seco,2,37.05,0
C,6817,58.59,5.04,5.3,52,noche,seco,2,58.4,0
A,5599,61.61,3.45,5.92,89,tarde,seco,4,45.88,0
A,5107,71.93,3.81,6.04,98,noche,polvoriento,4,34.82,1
A,7110,79.25,4.64,5.8,105,manana,seco,2,33.01,1
C,4294,78.08,3.81,7.51,113,manana,seco,2,41.47,0
B,9809,55.69,5.33,5.78,134,manana,seco,3,45.12,0
A,3656,70.49,2.85,6.44,70,manana,seco,4,45.12,0
B,4066,55.41,3.36,7.29,118,tarde,seco,2,45.0,0
C,5421,71.18,5.03,6.43,94,manana,humedo,0,41.56,0
C,7440,71.26,3.49,6.82,25,tarde,humedo,0,65.7,0
B,6595,55.7,3.2,5.1,54,manana,humedo,3,45.14,0
A,8019,60.32,3.56,6.35,102,manana,polvoriento,0,47.59,0
B,6821,67.87,4.26,5.74,46,noche,seco,0,49.27,0
C,7535,72.02,5.25,6.14,98,manana,seco,0,47.37,0
A,5307,62.18,4.68,6.26,135,manana,seco,2,41.75,0
A,769,60.92,2.86,5.45,126,tarde,humedo,1,47.3,0
A,4120,73.61,2.75,6.94,96,noche,seco,1,48.2,0
C,5150,80.83,5.19,7.17,78,tarde,polvoriento,1,58.1,0
B,3844,55.48,3.88,6.06,127,manana,seco,3,42.58,0
C,4919,67.94,4.34,6.86,68,tarde,polvoriento,3,58.2,0
A,2662,61.81,2.35,5.91,108,tarde,polvoriento,3,44.12,1
A,5664,71.76,2.38,7.05,47,tarde,,2,48.61,0
B,200,70.24,2.35,5.51,26,noche,seco,0,47.02,0
B,2967,64.08,4.75,5.67,51,noche,seco,0,55.23,0
B,5619,75.2,,,255,manana,seco,2,55.48,0
A,9472,65.62,4.27,6.32,134,manana,seco,0,46.96,0
A,3990,66.89,4.4,7.29,48,noche,seco,4,42.47,1
A,1947,63.49,3.34,6.65,151,manana,polvoriento,0,53.76,0
A,4894,62.93,2.48,6.79,36,noche,polvoriento,2,38.52,0
A,3164,68.32,4.73,5.94,180,noche,seco,1,47.03,0
C,5484,64.98,4.13,5.72,57,manana,seco,1,46.79,0
C,4623,68.66,3.41,5.57,85,manana,seco,4,52.53,0
A,2968,73.37,2.8,5.08,144,tarde,seco,3,41.16,0
B,5325,62.66,4.64,5.39,84,manana,humedo,1,32.96,0
B,6388,69.47,3.56,7.36,199,tarde,polvoriento,4,39.44,0
A,1537,56.95,2.47,6.17,84,noche,seco,3,37.56,0
A,4731,78.35,2.77,6.9,40,tarde,seco,3,36.65,0
B,208,62.75,4.59,6.36,58,tarde,seco,1,37.74,0
A,4694,69.51,2.68,5.91,71,manana,seco,2,50.96,0
A,2801,71.34,3.98,5.73,41,tarde,seco,1,58.88,0
A,3585,86.58,2.92,7.7,186,manana,seco,2,43.41,0
A,4125,78.74,2.87,6.92,139,manana,seco,1,38.75,0
B,5245,68.44,3.25,,53,manana,seco,2,57.3,0
A,4042,66.83,2.95,,97,tarde,humedo,3,57.98,0
A,1755,64.6,2.22,4.34,193,noche,seco,2,23.46,0
A,5296,71.75,4.21,6.68,72,manana,humedo,1,47.95,1
A,4913,65.12,2.59,7.63,103,manana,seco,3,50.74,0
B,5391,73.49,4.12,5.13,124,manana,seco,3,39.05,0
A,4140,81.63,3.75,7.01,130,noche,seco,1,54.4,0
B,6567,58.48,2.32,6.69,124,manana,humedo,0,36.13,0
B,2173,78.58,2.47,4.79,58,tarde,seco,0,44.23,0
B,9048,64.79,2.81,6.29,144,tarde,polvoriento,1,41.7,0
B,6316,67.97,3.56,7.6,65,tarde,seco,3,44.64,0
A,6951,86.56,5.26,5.98,62,noche,humedo,2,42.34,0
A,8196,67.52,3.54,7.28,210,tarde,humedo,1,53.65,0
A,3967,65.71,4.24,6.06,44,tarde,seco,0,26.06,0
C,6721,62.87,5.09,6.34,48,manana,seco,1,53.81,0
A,3103,67.53,4.64,5.95,181,noche,seco,1,46.87,0
A,7979,54.59,4.53,7.03,118,manana,humedo,4,44.62,0
A,4630,70.51,4.41,5.85,101,noche,seco,1,31.67,0
A,5839,89.29,2.91,7.88,100,tarde,seco,1,41.4,0
A,8032,62.41,,6.17,111,noche,seco,3,48.11,0
C,7643,60.89,6.05,5.94,110,manana,humedo,3,48.26,0
A,3821,79.06,3.94,6.35,58,manana,seco,2,53.88,0
C,4997,73.86,4.31,6.64,89,noche,polvoriento,2,40.94,0
C,4662,66.04,4.16,5.47,76,manana,,0,55.27,0
A,12316,70.47,4.7,6.83,104,tarde,polvoriento,5,48.99,0
B,1533,71.04,1.16,6.47,60,tarde,seco,0,40.37,0
B,9017,66.48,2.51,6.92,25,noche,polvoriento,2,42.17,0
B,8059,79.59,3.89,5.85,39,manana,seco,1,51.95,0
C,6562,70.86,5.27,6.2,83,tarde,seco,1,50.76,1
A,5263,68.28,3.77,5.75,10,noche,humedo,2,48.21,0
A,6483,67.42,5.05,7.05,71,tarde,seco,2,43.96,1
B,2237,77.98,3.71,6.31,93,manana,seco,2,37.55,0
A,4279,80.67,3.71,7.3,59,tarde,humedo,2,32.43,0
C,3044,90.64,3.73,6.48,57,tarde,seco,1,53.14,0
A,3364,65.28,3.19,6.51,61,manana,humedo,3,22.75,0
A,4884,76.0,3.71,6.16,31,tarde,seco,1,43.05,1
A,1493,57.41,2.48,6.2,85,noche,seco,3,37.31,0
B,200,60.51,2.8,5.99,42,manana,seco,2,40.63,0
B,5369,73.81,2.78,6.06,36,tarde,polvoriento,1,30.58,0
B,200,70.21,2.42,5.47,30,noche,seco,0,47.2,0
C,5034,63.04,3.12,,83,manana,seco,4,50.22,0
A,5201,61.3,5.06,6.45,59,manana,seco,3,47.74,0
B,200,74.57,3.63,5.26,81,tarde,seco,0,38.26,0
A,4961,55.96,3.34,6.26,89,noche,seco,0,43.81,0
A,6510,68.31,2.7,,124,manana,seco,2,48.48,0
A,7108,73.4,2.38,7.87,74,manana,seco,1,55.23,0
B,6442,78.79,4.19,5.84,203,tarde,humedo,1,36.93,0
A,7517,73.92,3.62,5.52,127,tarde,humedo,3,49.79,0
A,4158,67.44,4.77,6.23,64,manana,seco,1,42.86,0
B,6737,70.09,3.82,6.65,37,noche,seco,1,42.96,0
A,7163,71.76,5.33,7.14,90,tarde,seco,2,49.96,0
B,1235,49.71,2.8,6.67,45,noche,polvoriento,1,44.6,0
B,1174,66.31,3.05,,170,manana,seco,1,47.15,0
A,4846,70.78,4.49,5.82,101,noche,seco,1,32.32,0
B,7584,66.79,3.85,5.53,117,manana,polvoriento,4,47.18,0
B,4389,45.97,2.99,6.21,41,manana,seco,2,50.01,0
A,5609,69.27,2.07,7.07,60,noche,polvoriento,0,49.44,0
B,6668,71.6,5.02,4.79,41,manana,seco,2,50.2,0
A,10079,59.92,4.75,5.62,48,tarde,seco,2,54.63,0
B,3723,60.6,3.49,6.02,168,noche,seco,3,38.96,0
B,7483,75.81,3.26,5.13,108,manana,polvoriento,5,42.72,0
A,3504,47.51,3.23,4.96,90,tarde,seco,0,43.55,0
B,3688,55.78,2.45,4.73,62,tarde,,1,53.08,0
B,3323,68.28,3.55,6.15,179,manana,seco,1,39.0,0
A,742,60.97,2.86,5.39,128,tarde,humedo,1,47.51,0
B,4538,85.02,2.26,7.66,30,tarde,seco,1,45.72,0
B,4111,68.64,2.52,5.05,154,tarde,humedo,1,42.51,0
A,5196,62.25,3.93,6.72,114,noche,seco,1,41.47,0
A,3644,73.91,4.38,7.13,65,noche,humedo,4,50.16,0
A,9106,62.34,2.31,5.68,129,tarde,seco,3,41.78,1
B,9446,67.73,2.03,6.85,45,tarde,seco,2,54.19,0
B,4786,67.0,4.49,4.66,33,noche,seco,3,43.58,0
A,204,83.04,3.93,6.89,65,manana,humedo,0,40.63,0
A,5268,62.63,3.95,6.69,111,noche,seco,1,41.85,0
C,6011,77.45,3.07,7.25,109,tarde,seco,0,41.95,0
A,6689,65.4,4.04,6.03,60,tarde,seco,4,45.34,0
B,4054,62.13,3.78,5.32,43,noche,seco,1,47.26,0
B,5361,50.93,4.37,4.9,155,manana,seco,4,40.96,0
A,7016,62.55,4.76,6.14,23,tarde,polvoriento,3,49.6,0
C,5904,59.75,5.21,6.44,130,manana,polvoriento,5,44.22,0
B,4946,69.89,5.75,4.95,41,manana,humedo,3,36.89,0
C,1073,79.2,2.74,7.7,78,tarde,seco,5,58.34,0
A,4973,57.38,3.94,5.21,154,manana,seco,2,45.17,0
A,7472,77.92,3.31,6.17,169,manana,humedo,2,37.2,0
B,6805,69.17,3.56,7.43,52,noche,seco,13,45.37,0
B,4985,77.27,4.03,6.07,129,manana,polvoriento,2,59.48,0
A,1575,58.11,2.68,7.22,50,tarde,seco,2,35.32,0
B,6364,86.27,2.1,7.1,65,noche,polvoriento,3,45.39,0
A,3803,70.73,2.87,6.2,206,manana,,1,34.7,0
B,9543,49.17,3.61,6.42,112,manana,seco,1,35.87,0
A,7280,85.48,3.64,5.6,27,noche,humedo,1,55.67,0
A,7093,73.48,2.59,7.19,71,manana,polvoriento,2,54.11,0
C,4783,56.75,3.78,6.96,24,tarde,seco,1,61.11,0
B,6076,71.06,3.07,6.65,213,tarde,humedo,0,45.23,1
C,4673,84.63,5.0,6.25,34,noche,humedo,8,59.2,0
B,4963,57.21,4.75,6.48,109,tarde,seco,1,29.05,0
C,4791,71.97,3.37,7.02,108,noche,polvoriento,1,52.88,0
A,5512,71.57,3.6,6.64,5,tarde,polvoriento,3,42.92,0
B,8855,71.5,3.14,6.02,39,tarde,humedo,2,40.52,0
A,5462,73.64,,7.48,146,manana,seco,1,43.62,1
A,4191,62.34,4.26,7.29,53,noche,seco,3,43.82,0
A,3506,61.7,4.17,6.35,75,tarde,seco,3,37.05,0
B,1574,69.8,1.8,6.26,35,manana,humedo,0,42.02,0
A,2528,73.16,4.72,6.74,78,manana,seco,5,40.81,0
C,6002,73.09,5.19,6.5,46,tarde,seco,1,52.93,0
B,8213,60.94,4.09,6.11,68,tarde,seco,2,47.14,0
B,6998,80.01,6.19,6.38,15,tarde,seco,4,53.18,1
A,4135,73.94,4.63,7.16,63,noche,seco,1,46.31,0
A,6034,82.13,4.08,7.34,89,tarde,humedo,1,51.07,0
B,7110,67.65,4.48,6.64,80,tarde,polvoriento,1,30.01,0
A,2550,62.99,3.23,6.64,24,tarde,seco,0,36.6,0
C,3535,72.07,5.32,6.85,175,tarde,seco,2,47.71,0
B,4798,60.3,2.24,6.78,134,manana,seco,4,39.1,1
B,4265,64.28,2.58,5.9,77,tarde,seco,0,29.38,0
A,5403,64.68,3.17,5.11,82,noche,humedo,0,38.61,0
B,5265,73.83,2.85,6.07,34,tarde,polvoriento,1,30.39,0
B,4881,93.26,3.55,5.04,123,tarde,,2,56.16,1
B,3962,70.25,3.14,6.41,167,noche,humedo,2,42.11,0
B,4012,47.66,3.71,5.34,76,noche,polvoriento,0,39.41,0
A,3453,74.31,3.12,5.44,67,manana,humedo,3,54.34,0
A,5156,61.24,4.1,6.56,176,tarde,seco,3,39.12,0
B,6146,71.09,3.09,6.65,213,tarde,humedo,0,44.7,1
A,6035,74.91,3.51,6.48,129,manana,seco,3,39.77,0
A,7903,63.08,5.64,6.87,72,manana,seco,0,40.43,0
B,6385,74.44,,6.46,168,manana,seco,4,64.13,0
C,3612,77.78,5.7,5.16,42,tarde,seco,2,45.83,0
C,5252,79.61,4.86,6.06,75,noche,seco,4,50.02,0
B,6746,67.01,4.48,5.51,73,noche,polvoriento,0,42.62,1
B,7982,62.34,4.2,6.37,34,manana,humedo,4,45.66,0
B,8246,76.34,3.87,5.49,61,tarde,seco,5,35.29,0
B,8798,51.73,4.68,5.37,18,noche,seco,1,43.39,0
C,944,62.8,5.18,7.48,63,manana,seco,3,52.08,0
A,6548,70.9,4.4,7.43,147,tarde,seco,4,58.65,0
A,6981,75.27,3.64,6.07,140,manana,humedo,1,38.87,0
A,4901,69.56,3.74,6.61,178,manana,polvoriento,2,44.28,0
B,7051,71.41,2.39,6.44,30,noche,seco,3,46.33,0
B,3398,58.87,3.35,6.4,74,manana,humedo,3,43.34,0
A,6709,74.75,4.15,5.14,151,manana,humedo,2,44.18,0
B,3571,76.66,2.77,6.49,83,tarde,humedo,3,54.63,0
B,6718,60.47,4.26,5.72,23,tarde,seco,4,48.29,0
A,897,61.76,4.83,6.95,131,tarde,polvoriento,2,37.64,1
A,4276,68.75,2.74,5.09,67,manana,polvoriento,1,41.78,0
C,574,65.59,3.2,6.8,13,tarde,humedo,0,49.19,0
A,8758,70.1,4.07,5.28,72,manana,seco,2,47.92,0
C,7726,82.16,4.98,6.39,113,tarde,humedo,9,50.0,0
A,5842,71.35,2.68,6.12,188,tarde,seco,2,48.3,0
A,4353,69.79,2.59,5.55,238,manana,humedo,1,35.75,0
B,5715,63.81,4.38,8.18,44,tarde,seco,1,48.77,0
A,5737,73.93,0.88,6.79,65,tarde,seco,1,46.74,0
A,4045,73.96,4.6,7.15,65,noche,seco,1,46.49,0
A,5978,60.37,4.4,6.03,98,manana,seco,3,43.47,0
C,1804,71.28,3.48,7.13,115,manana,humedo,2,48.85,0
B,7069,60.65,4.41,6.1,116,tarde,seco,3,40.14,0
B,4257,75.02,4.91,,30,tarde,polvoriento,0,45.93,0
A,1522,65.61,4.22,7.04,80,manana,seco,1,49.51,0
A,7397,59.36,3.81,6.11,118,noche,seco,2,43.66,0
A,4309,69.78,2.66,5.56,238,manana,humedo,1,35.39,0
B,6912,76.83,4.54,6.29,37,noche,polvoriento,1,42.59,0
C,3188,70.8,4.26,7.57,79,noche,humedo,2,47.96,0
B,2591,66.27,3.81,5.35,106,tarde,polvoriento,3,51.72,0
C,5230,79.98,4.85,6.05,75,noche,seco,4,50.02,0
C,4207,57.01,5.64,7.03,129,tarde,humedo,4,60.84,0
B,4548,60.18,6.01,5.41,40,noche,seco,3,47.12,0
A,5192,68.1,3.69,5.75,11,noche,humedo,2,48.29,0
A,6361,82.01,3.15,6.22,198,noche,seco,6,48.35,0
A,7107,78.93,3.59,5.34,85,manana,polvoriento,5,37.73,0
B,9463,56.14,,6.8,54,noche,seco,4,51.47,0
A,3313,63.58,0.46,6.03,76,noche,polvoriento,6,50.21,0
B,5378,68.8,4.07,6.69,123,manana,humedo,4,41.93,0
B,2715,73.58,2.11,6.48,183,tarde,polvoriento,2,34.39,0
B,8289,77.83,3.62,7.31,24,tarde,polvoriento,5,38.75,0
A,4081,65.9,4.82,6.19,71,noche,seco,1,43.67,0
B,4161,71.78,2.36,7.9,68,manana,seco,3,46.48,0
B,3094,64.63,3.43,5.58,86,tarde,polvoriento,4,32.19,0
B,2597,72.72,1.9,5.12,86,tarde,humedo,2,42.54,0
C,5139,82.42,3.62,,172,tarde,seco,0,40.37,0
C,7657,81.92,4.95,6.43,112,tarde,humedo,9,49.27,0
C,5477,71.6,5.92,7.23,134,tarde,seco,1,42.55,1
B,5276,64.58,3.82,,88,noche,humedo,1,41.17,0
B,7491,73.36,5.19,5.43,183,manana,seco,2,45.46,0
B,2598,67.14,4.52,6.07,24,tarde,seco,1,35.52,0
B,5215,59.22,4.61,7.53,127,tarde,humedo,1,53.41,0
C,5962,78.5,6.31,6.73,178,tarde,humedo,2,49.44,0
C,6687,58.36,5.04,5.3,52,noche,seco,2,57.79,0
A,10745,64.52,4.07,7.14,158,tarde,humedo,7,45.55,0
A,5058,69.79,4.64,6.04,25,noche,humedo,2,44.82,0
A,3787,74.32,3.21,5.72,218,manana,humedo,2,51.53,0
A,6404,69.85,5.33,,52,noche,seco,2,35.11,1
A,8947,73.92,4.68,8.0,69,tarde,seco,5,51.55,0
A,5235,74.7,3.92,6.61,140,manana,humedo,3,50.31,0
A,7090,67.15,4.62,6.04,114,manana,humedo,1,51.32,0
A,5582,52.68,2.86,5.53,116,manana,humedo,3,44.94,0
B,4201,72.73,7.09,6.02,102,manana,polvoriento,2,43.34,0
A,8052,59.78,4.96,6.81,42,manana,,0,44.12,1
B,5251,70.06,3.37,5.65,126,tarde,seco,3,48.69,0
A,4633,61.95,3.03,5.98,61,tarde,humedo,3,52.93,0
A,8613,55.73,4.46,5.18,49,manana,seco,4,55.1,0
A,7452,62.88,3.94,5.81,48,manana,polvoriento,0,49.24,0
B,6305,82.88,5.88,7.19,61,tarde,seco,1,48.26,0
B,1470,73.9,3.05,5.97,98,tarde,polvoriento,1,42.42,0
A,5922,67.27,4.1,8.26,48,manana,seco,1,38.95,0
A,3930,66.9,4.74,7.46,126,manana,seco,3,55.9,0
A,7323,64.77,6.02,5.89,139,tarde,humedo,0,47.09,0
B,6715,67.14,5.05,6.62,166,noche,polvoriento,3,51.25,0
A,5264,74.25,3.94,6.64,137,manana,humedo,3,50.02,0
A,3633,74.23,4.38,7.16,63,noche,humedo,4,50.22,0
B,4593,64.09,2.74,5.37,19,noche,polvoriento,7,40.19,0
B,1276,64.31,2.6,5.94,87,manana,seco,1,48.85,0
B,5062,78.11,3.45,6.65,51,noche,humedo,1,48.18,0
A,7184,78.46,4.9,7.04,89,noche,seco,2,52.62,0
C,8075,83.02,4.23,6.0,141,tarde,seco,3,47.63,0
A,2764,59.75,3.24,7.58,60,manana,humedo,1,47.27,0
B,7833,65.85,4.24,5.57,133,tarde,seco,1,51.27,0
